"Reporting starts","Reporting ends","Ad name","Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (DKK)",Impressions,Reach,Frequency,"CPM (cost per 1,000 impressions) (DKK)",Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name","Purchase ROAS (return on ad spend)",Purchases,"Results value","Result value indicator","Link clicks","CTR (link click-through rate)","CPC (all) (DKK)","Post engagements","Landing page views","Adds to cart","Checkouts initiated",ThruPlays
2026-08-31,2026-09-10,"Hi-Vis Certification | Breathable Workwear",active,,,,"Using campaign budget",0,0.02,1,1,1,20,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Safety Boots | Close Up Image",active,,,,"Using campaign budget",0,0.04,1,1,1,40,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Protex1 | Soft Shell Jacket |",active,4,actions:offsite_conversion.fb_pixel_purchase,163.1075,"Using campaign budget",0,652.43,9345,4628,2.019231,69.815944,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",3.434805,4,2240.97,action_values:offsite_conversion.fb_pixel_purchase,259,2.771536,2.071206,265,250,12,5,
2026-08-31,2026-09-10,"Cargo Trousers | Price Hook",active,,,,"Using campaign budget",0,1.94,40,26,1.538462,48.5,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Protex1 Hero Kit | Catalog Inspo",active,,,,"Using campaign budget",0,7.28,120,106,1.132075,60.666667,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,5,4.166667,1.213333,5,3,,,
2026-08-31,2026-09-10,"Veltuff | Entire Catalog",active,,,,"Using campaign budget",0,0.45,3,3,1,150,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Veltuff | Entire Catalog",active,21,actions:offsite_conversion.fb_pixel_purchase,149.79904762,"Using campaign budget",0,3145.78,57202,23974,2.386002,54.994231,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-14T15:28:10+0100,Average,-,-,"Prospecting | Main Catalog DPA",3.341702,21,10512.26,action_values:offsite_conversion.fb_pixel_purchase,1456,2.545366,1.727501,1498,1314,111,29,2
2026-08-31,2026-09-10,"DPA | Entire Catalogue",active,13,actions:offsite_conversion.fb_pixel_purchase,129.94230769,"Using campaign budget",0,1689.25,33085,8511,3.887322,51.057881,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T12:05:59+0100,"Above average",-,-,"DPA | Creative Adset",3.144011,13,5311.02,action_values:offsite_conversion.fb_pixel_purchase,881,2.662838,1.852248,920,808,76,24,1
2026-08-31,2026-09-10,"Hi-Vis Certification | One Jacket - 4 Seasons",active,,,,"Using campaign budget",0,4.95,64,50,1.28,77.34375,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,1,1.5625,4.95,1,1,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | V1 Aruba Trainer – Copy",active,,,,"Using campaign budget",0,0.91,19,16,1.1875,47.894737,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"DPA | HiVis | Broad",active,,,,"Using campaign budget",0,15.95,348,279,1.247312,45.833333,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T12:05:59+0100,-,-,-,"DPA | Creative Adset",,,,,16,4.597701,0.886111,18,14,,,
2026-08-31,2026-09-10,"DPA | Protex1 Range",active,,,,"Using campaign budget",0,20.42,389,309,1.2589,52.493573,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T12:05:59+0100,-,-,-,"DPA | Creative Adset",,,,,6,1.542416,2.917143,7,6,,,
2026-08-31,2026-09-10,"Protext1  | USP Breakdown",active,,,,"Using campaign budget",0,1.84,21,15,1.4,87.619048,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T03:37:47+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"DPA | Entire Catalogue",active,17,actions:offsite_conversion.fb_pixel_purchase,103.32352941,"Using campaign budget",0,1756.5,37990,8845,4.295082,46.235852,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T12:06:05+0100,"Above average",-,-,"DPA | Entire Catalouge",3.924025,17,6892.55,action_values:offsite_conversion.fb_pixel_purchase,827,2.176889,1.812694,848,754,73,16,3
2026-08-31,2026-09-10,"DPA | Summer Workwear",active,1,actions:offsite_conversion.fb_pixel_purchase,72.69,"Using campaign budget",0,72.69,1951,1138,1.714411,37.257817,Ongoing,"7-day click",0,ABSOLUTE_OCPM,2026-08-20T12:05:59+0100,-,-,-,"DPA | Creative Adset",10.056817,1,731.03,action_values:offsite_conversion.fb_pixel_purchase,25,1.281394,2.271563,27,19,3,1,
2026-08-31,2026-09-10,"Shirt | For you",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Video 1",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"UGC | Shirt Video 3",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Built for the job",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Breathable but fading",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | 100% cotton",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Durable, functional",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"UGC | Shirt Video",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Too warm",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Tradie trousers",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Full day on site",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Good kit shouldn't",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Video 2",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"UGC | Shirt Video 2",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Kit | Summer on site",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Kit | Liked the workwear",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | By midday",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | British weather",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Weather cant make up its mind",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Last month",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Last month",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Still waiting",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | All year round",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Ticks every box",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Shouldn't need",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Organic | Stretch Work Trousers",active,97038,reach,7.47202127,"Using campaign budget",0,725.07,129031,97038,1.329696,5.619347,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,"Above average",-,-,"Prospecting | Video Creatives",,,,,120,0.093001,5.000483,126,65,1,,
2026-08-31,2026-09-10,"Shorts | Waiting on manager",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Last month",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Still waiting",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Weather cant make up its mind",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Whatever the weather",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | British weather",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Too warm",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Durable, functional",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | 100% cotton",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Worth having",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Proper support",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | After safety",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | By midday",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Kit | Summer on site",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Kit | Liked the workwear",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Built for the job",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Breathable but fading",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | For you",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Does the job all year round",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Waiting on manager",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Shouldn't need",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | After safety",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Proper support",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Whatever the weather",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Worth having",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Does the job all year round",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Video Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Protex1 | Soft Shell Jacket",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Video 1",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | Protex1 Trousers",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | Aruba Trainer",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | Protex Range",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | Hi-Vis Workwear",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | One Jacket - 4 Seasons",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Safety Boots | Close Up Image – Copy",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Organic | Spring Ready Polos",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Organic | Customer Testimonial",active,95304,reach,10.04343994,"Using campaign budget",0,957.18,145809,95304,1.529936,6.564615,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,"Above average",-,-,"Prospecting | Creatives",,,,,62,0.042521,9.970625,73,32,,,
2026-08-31,2026-09-10,"Organic | Sun Approved",active,4366,reach,6.41548328,"Using campaign budget",0,28.01,4474,4366,1.024737,6.260617,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,"Above average",-,-,"Prospecting | Creatives",,,,,5,0.111757,5.602,5,5,,,
2026-08-31,2026-09-10,"Organic | Stretch Work Trousers",active,13555,reach,5.78679454,"Using campaign budget",0,78.44,14306,13555,1.055404,5.483014,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,Average,-,-,"Prospecting | Creatives",,,,,19,0.132811,3.1376,22,8,,,
2026-08-31,2026-09-10,"Organic | Spring Essentials",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Organic | Embroidery",active,7852,reach,7.28094753,"Using campaign budget",0,57.17,8649,7852,1.101503,6.610013,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,Average,-,-,"Prospecting | Creatives",,,,,5,0.05781,7.14625,1128,5,,,91
2026-08-31,2026-09-10,"Organic | Polo shirt + Trousers",active,13793,reach,6.25752193,"Using campaign budget",0,86.31,14602,13793,1.058653,5.910834,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,Average,-,-,"Prospecting | Creatives",,,,,10,0.068484,7.846364,10,9,,,
2026-08-31,2026-09-10,"Organic |  Rain Jacket",active,7826,reach,6.06440072,"Using campaign budget",0,47.46,8275,7826,1.057373,5.735347,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,Average,-,-,"Prospecting | Creatives",,,,,6,0.072508,6.78,7,4,,,
2026-08-31,2026-09-10,"Organic | Hi Vis Customer Testimonials",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Protex1 Kit | USP Breakdown",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi Vis | Affordability For Whole Crew",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Full day on site",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | All year round",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Trousers | Tradie trousers",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Boot | Good kit shouldn't",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shirt | Ticks every box",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Shorts | Last month",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Jacket | Video 2",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Hi-Vis Certification | Breathable Workwear",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
